날짜,QQQ 매수량,QQQ 매도량,QQQ 잔량,QQQ 종가,QQQ 매수 평균 가격,QQQ 종가치,TQQQ 매수량,TQQQ 매도량,TQQQ 잔량,TQQQ 종가,TQQQ 매수 평균 가격,TQQQ 종가치,예수금,총 평가액
2022-01-03,0,0,248,401.67999267578125,401.67999267578125,99616.63818359375,0,0,0,85.56500244140625,0.0,0.0,383.36181640625,100000.0
2022-01-04,0,0,248,396.4700012207031,401.67999267578125,98324.56030273438,0,0,0,82.23999786376953,0.0,0.0,383.36181640625,98707.92211914062
2022-01-05,0,0,248,384.2900085449219,401.67999267578125,95303.92211914062,0,0,0,74.67500305175781,0.0,0.0,383.36181640625,95687.28393554688
2022-01-06,0,0,248,384.0199890136719,401.67999267578125,95236.95727539062,0,0,0,74.47000122070312,0.0,0.0,383.36181640625,95620.31909179688
2022-01-07,0,0,248,379.8599853515625,401.67999267578125,94205.2763671875,0,0,0,72.03500366210938,0.0,0.0,383.36181640625,94588.63818359375
2022-01-10,0,0,248,380.1099853515625,401.67999267578125,94267.2763671875,0,0,0,72.30000305175781,0.0,0.0,383.36181640625,94650.63818359375
2022-01-11,0,0,248,385.82000732421875,401.67999267578125,95683.36181640625,0,0,0,75.4800033569336,0.0,0.0,383.36181640625,96066.7236328125
2022-01-12,0,0,248,387.3500061035156,401.67999267578125,96062.80151367188,0,0,0,76.33999633789062,0.0,0.0,383.36181640625,96446.16333007812
2022-01-13,0,0,248,377.6600036621094,401.67999267578125,93659.68090820312,0,0,0,70.80000305175781,0.0,0.0,383.36181640625,94043.04272460938
2022-01-14,0,0,248,380.010009765625,401.67999267578125,94242.482421875,0,0,0,71.87000274658203,0.0,0.0,383.36181640625,94625.84423828125
2022-01-18,0,0,248,370.54998779296875,401.67999267578125,91896.39697265625,0,0,0,66.69000244140625,0.0,0.0,383.36181640625,92279.7587890625
2022-01-19,0,0,248,366.4800109863281,401.67999267578125,90887.04272460938,0,0,0,64.37000274658203,0.0,0.0,383.36181640625,91270.40454101562
2022-01-20,0,0,248,361.7200012207031,401.67999267578125,89706.56030273438,0,0,0,61.880001068115234,0.0,0.0,383.36181640625,90089.92211914062
2022-01-21,0,0,248,351.69000244140625,401.67999267578125,87219.12060546875,0,0,0,56.66999816894531,0.0,0.0,383.36181640625,87602.482421875
2022-01-24,0,0,248,353.29998779296875,401.67999267578125,87618.39697265625,0,0,0,57.4900016784668,0.0,0.0,383.36181640625,88001.7587890625
2022-01-25,0,0,248,345.1099853515625,401.67999267578125,85587.2763671875,0,0,0,53.25,0.0,0.0,383.36181640625,85970.63818359375
2022-01-26,0,0,248,344.57000732421875,401.67999267578125,85453.36181640625,0,0,0,53.150001525878906,0.0,0.0,383.36181640625,85836.7236328125
2022-01-27,0,0,248,341.1000061035156,401.67999267578125,84592.80151367188,0,0,0,51.560001373291016,0.0,0.0,383.36181640625,84976.16333007812
2022-01-28,0,0,248,351.79998779296875,401.67999267578125,87246.39697265625,0,0,0,56.369998931884766,0.0,0.0,383.36181640625,87629.7587890625
2022-01-31,1,0,249,363.04998779296875,401.52485209392256,90399.44696044922,0,0,0,61.83000183105469,0.0,0.0,20.31182861328125,90419.7587890625
2022-02-01,0,0,249,365.5199890136719,401.52485209392256,91014.4772644043,0,0,0,63.0099983215332,0.0,0.0,20.31182861328125,91034.78909301758
2022-02-02,0,0,249,368.489990234375,401.52485209392256,91754.00756835938,0,0,0,64.5,0.0,0.0,20.31182861328125,91774.31939697266
2022-02-03,0,0,249,353.54998779296875,401.52485209392256,88033.94696044922,0,0,0,56.7400016784668,0.0,0.0,20.31182861328125,88054.2587890625
2022-02-04,0,0,249,358.010009765625,401.52485209392256,89144.49243164062,0,0,0,58.70000076293945,0.0,0.0,20.31182861328125,89164.8042602539
2022-02-07,0,0,249,355.1300048828125,401.52485209392256,88427.37121582031,0,0,0,57.369998931884766,0.0,0.0,20.31182861328125,88447.6830444336
2022-02-08,0,0,249,359.1199951171875,401.52485209392256,89420.87878417969,0,0,0,59.31999969482422,0.0,0.0,20.31182861328125,89441.19061279297
2022-02-09,0,0,249,366.7300109863281,401.52485209392256,91315.7727355957,0,0,0,63.0,0.0,0.0,20.31182861328125,91336.08456420898
2022-02-10,0,0,249,358.42999267578125,401.52485209392256,89249.06817626953,0,0,0,58.81999969482422,0.0,0.0,20.31182861328125,89269.38000488281
2022-02-11,0,0,249,347.05999755859375,401.52485209392256,86417.93939208984,0,0,0,53.279998779296875,0.0,0.0,20.31182861328125,86438.25122070312
2022-02-14,0,0,249,347.489990234375,401.52485209392256,86525.00756835938,0,0,0,53.43000030517578,0.0,0.0,20.31182861328125,86545.31939697266
2022-02-15,0,0,249,356.1300048828125,401.52485209392256,88676.37121582031,0,0,0,57.29999923706055,0.0,0.0,20.31182861328125,88696.6830444336
2022-02-16,0,0,249,356.0400085449219,401.52485209392256,88653.96212768555,0,0,0,57.290000915527344,0.0,0.0,20.31182861328125,88674.27395629883
2022-02-17,0,0,249,345.45001220703125,401.52485209392256,86017.05303955078,0,0,0,52.209999084472656,0.0,0.0,20.31182861328125,86037.36486816406
2022-02-18,0,0,249,341.510009765625,401.52485209392256,85035.99243164062,0,0,0,50.439998626708984,0.0,0.0,20.31182861328125,85056.3042602539
2022-02-22,0,0,249,338.0799865722656,401.52485209392256,84181.91665649414,0,0,0,48.880001068115234,0.0,0.0,20.31182861328125,84202.22848510742
2022-02-23,0,0,249,329.4200134277344,401.52485209392256,82025.58334350586,0,0,0,45.13999938964844,0.0,0.0,20.31182861328125,82045.89517211914
2022-02-24,0,0,249,340.489990234375,401.52485209392256,84782.00756835938,0,0,0,49.560001373291016,0.0,0.0,20.31182861328125,84802.31939697266
2022-02-25,0,0,249,345.7699890136719,401.52485209392256,86096.7272644043,0,0,0,51.90999984741211,0.0,0.0,20.31182861328125,86117.03909301758
2022-02-28,1,0,249,346.79998779296875,401.52485209392256,86353.19696044922,0,0,0,52.459999084472656,0.0,0.0,20.31182861328125,86373.5087890625
2022-03-01,0,0,249,341.489990234375,401.52485209392256,85031.00756835938,0,0,0,50.040000915527344,0.0,0.0,20.31182861328125,85051.31939697266
2022-03-02,0,0,249,347.2200012207031,401.52485209392256,86457.78030395508,0,0,0,52.43000030517578,0.0,0.0,20.31182861328125,86478.09213256836
2022-03-03,0,0,249,342.260009765625,401.52485209392256,85222.74243164062,0,0,0,50.2400016784668,0.0,0.0,20.31182861328125,85243.0542602539
2022-03-04,0,0,249,337.29998779296875,401.52485209392256,83987.69696044922,0,0,0,48.09000015258789,0.0,0.0,20.31182861328125,84008.0087890625
2022-03-07,0,0,249,324.8599853515625,401.52485209392256,80890.13635253906,0,0,0,42.720001220703125,0.0,0.0,20.31182861328125,80910.44818115234
2022-03-08,0,0,249,323.3500061035156,401.52485209392256,80514.15151977539,0,0,0,42.130001068115234,0.0,0.0,20.31182861328125,80534.46334838867
2022-03-09,0,0,249,334.989990234375,401.52485209392256,83412.50756835938,0,0,0,46.63999938964844,0.0,0.0,20.31182861328125,83432.81939697266
2022-03-10,0,0,249,331.2699890136719,401.52485209392256,82486.2272644043,0,0,0,45.13999938964844,0.0,0.0,20.31182861328125,82506.53909301758
2022-03-11,0,0,249,324.3999938964844,401.52485209392256,80775.59848022461,0,0,0,42.34000015258789,0.0,0.0,20.31182861328125,80795.91030883789
2022-03-14,0,0,249,318.1700134277344,401.52485209392256,79224.33334350586,0,0,0,39.86000061035156,0.0,0.0,20.31182861328125,79244.64517211914
2022-03-15,0,0,249,328.1499938964844,401.52485209392256,81709.34848022461,0,0,0,43.54999923706055,0.0,0.0,20.31182861328125,81729.66030883789
2022-03-16,0,0,249,340.32000732421875,401.52485209392256,84739.68182373047,0,0,0,48.439998626708984,0.0,0.0,20.31182861328125,84759.99365234375
2022-03-17,0,0,249,344.44000244140625,401.52485209392256,85765.56060791016,0,0,0,50.060001373291016,0.0,0.0,20.31182861328125,85785.87243652344
2022-03-18,0,0,249,351.489990234375,401.52485209392256,87521.00756835938,0,0,0,53.16999816894531,0.0,0.0,20.31182861328125,87541.31939697266
2022-03-21,0,0,249,350.0799865722656,401.52485209392256,87169.91665649414,0,0,0,52.790000915527344,0.0,0.0,20.31182861328125,87190.22848510742
2022-03-22,0,0,249,356.9599914550781,401.52485209392256,88883.03787231445,0,0,0,55.90999984741211,0.0,0.0,20.31182861328125,88903.34970092773
2022-03-23,0,0,249,351.8299865722656,401.52485209392256,87605.66665649414,0,0,0,53.54999923706055,0.0,0.0,20.31182861328125,87625.97848510742
2022-03-24,0,0,249,359.6499938964844,401.52485209392256,89552.84848022461,0,0,0,57.02000045776367,0.0,0.0,20.31182861328125,89573.16030883789
